lugt;prix;monture;vocvalorisat;palaisete;datation;biblio;vocasiatique;pedigree;chine;japon;inconnu;porcelaine;bronze;cloisonne;estampe;laque;ancien;nbcaracteres;annee
29456;40;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;101;1867
29456;41;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;51;1867
29456;41;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;111;1867
29456;41;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;67;1867
29456;42;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;96;1867
29456;42;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;70;1867
29456;42;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;142;1867
29456;43;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;139;1867
29456;46;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;93;1867
29456;46;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;92;1867
29456;47;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;69;1867
29456;48;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;68;1867
29456;49;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;57;1867
29456;50;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;62;1867
29456;51;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;78;1867
29456;51;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;50;1867
29456;53;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;87;1867
29456;53;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60;1867
29456;55;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;79;1867
29456;55;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;46;1867
29456;57;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;98;1867
29456;57;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;135;1867
29456;58;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;83;1867
29456;60;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;80;1867
29456;60;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;122;1867
29456;61;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;69;1867
29456;64;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;116;1867
29456;68;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;99;1867
29456;68;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;88;1867
29456;70;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;53;1867
29456;71;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;127;1867
29456;73;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;81;1867
29456;73;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;123;1867
29456;78;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;97;1867
29456;80;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;109;1867
29456;80;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;86;1867
29456;82;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;80;1867
29456;83;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;111;1867
29456;84;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;143;1867
29456;90;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;128;1867
29456;90;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;145;1867
29456;95;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;80;1867
29456;105;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;102;1867
29456;105;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;67;1867
29456;111;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;186;1867
29456;111;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;122;1867
29456;112;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;205;1867
29456;122;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;104;1867
29456;140;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;138;1867
29456;142;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;112;1867
29456;150;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;32;1867
29456;156;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;201;1867
29456;175;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;129;1867
29456;180;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;93;1867
29456;185;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;115;1867
29456;192;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;74;1867
29456;193;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;201;1867
29456;195;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;100;1867
29456;225;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;108;1867
29456;255;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;82;1867
29456;321;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;124;1867
29456;336;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;55;1867
29456;605;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;128;1867
29456;630;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;229;1867
29456;690;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;94;1867
29499;4;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;93;1867
29499;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;62;1867
29499;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;182;1867
29499;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;121;1867
29499;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;118;1867
29499;8;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;84;1867
29499;8;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;90;1867
29499;9;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;138;1867
29499;10;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;194;1867
29499;10;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;171;1867
29499;11;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;88;1867
29499;12;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;108;1867
29499;12;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;69;1867
29499;13;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;90;1867
29499;14;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;192;1867
29499;14;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;77;1867
29499;14;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;94;1867
29499;16;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;91;1867
29499;16;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;105;1867
29499;17;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;121;1867
29499;18;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;68;1867
29499;18;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;100;1867
29499;18;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;89;1867
29499;18;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;141;1867
29499;18;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;161;1867
29499;20;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;131;1867
29499;20;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;137;1867
29499;20;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;92;1867
29499;21;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;81;1867
29499;22;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;105;1867
29499;25;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;96;1867
29499;25;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;111;1867
29499;25;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;442;1867
29499;26;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;110;1867
29499;26;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;132;1867
29499;28;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;95;1867
29499;28;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;130;1867
29499;29;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;126;1867
29499;30;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;112;1867
29499;30;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;153;1867
29499;30;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;157;1867
29499;30;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;123;1867
29499;30;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;126;1867
29499;30;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;87;1867
29499;31;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;170;1867
29499;31;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;173;1867
29499;31;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;124;1867
29499;31;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;325;1867
29499;32;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;71;1867
29499;35;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;136;1867
29499;35;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;211;1867
29499;36;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;183;1867
29499;36;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;175;1867
29499;37;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;72;1867
29499;37;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;240;1867
29499;37;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;98;1867
29499;38;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;205;1867
29499;40;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;228;1867
29499;40;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;156;1867
29499;40;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;130;1867
29499;40;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;74;1867
29499;40;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;58;1867
29499;41;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;136;1867
29499;41;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;102;1867
29499;41;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;59;1867
29499;41;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;126;1867
29499;41;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;159;1867
29499;41;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;172;1867
29499;43;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;185;1867
29499;45;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;173;1867
29499;45;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;131;1867
29499;45;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;148;1867
29499;46;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;101;1867
29499;50;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;113;1867
29499;50;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;120;1867
29499;50;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;79;1867
29499;51;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;167;1867
29499;51;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;100;1867
29499;51;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;173;1867
29499;56;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;152;1867
29499;60;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;52;1867
29499;60;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;131;1867
29499;60;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;117;1867
29499;65;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;182;1867
29499;67;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;244;1867
29499;67;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;137;1867
29499;68;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;169;1867
29499;68;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;305;1867
29499;68;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;86;1867
29499;70;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;85;1867
29499;70;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;202;1867
29499;70;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;146;1867
29499;72;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;166;1867
29499;75;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;207;1867
29499;75;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;150;1867
29499;80;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;103;1867
29499;80;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;142;1867
29499;80;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;98;1867
29499;81;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;188;1867
29499;88;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;269;1867
29499;90;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;295;1867
29499;90;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;194;1867
29499;98;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;134;1867
29499;99;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;119;1867
29499;100;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;226;1867
29499;100;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;136;1867
29499;103;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;150;1867
29499;103;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;101;1867
29499;110;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;201;1867
29499;111;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;200;1867
29499;121;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;262;1867
29499;131;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;242;1867
29499;150;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;101;1867
29499;152;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;126;1867
29499;152;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;92;1867
29499;161;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;133;1867
29499;175;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;219;1867
29499;190;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;208;1867
29499;200;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;249;1867
29499;200;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;120;1867
29499;201;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;238;1867
29499;202;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;108;1867
29499;205;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;131;1867
29499;215;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;150;1867
29499;215;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;201;1867
29499;230;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;110;1867
29499;240;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;181;1867
29499;250;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;231;1867
29499;250;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;162;1867
29499;255;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;160;1867
29499;255;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;151;1867
29499;255;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;114;1867
29499;255;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1867
29499;260;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;96;1867
29499;275;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;216;1867
29499;300;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;150;1867
29499;400;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;96;1867
29499;400;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;226;1867
29499;450;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;212;1867
29499;450;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;270;1867
29499;510;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;227;1867
29499;575;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;252;1867
29499;650;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;216;1867
29499;4,5;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;76;1867
29499;5,5;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;156;1867
29506;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;27;1867
29506;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;37;1867
29506;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;92;1867
29506;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;65;1867
29506;8;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;55;1867
29506;9;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;51;1867
29506;9;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;63;1867
29506;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;46;1867
29506;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;51;1867
29506;11;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;94;1867
29506;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;94;1867
29506;12;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;38;1867
29506;13;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;52;1867
29506;15;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;106;1867
29506;15;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;45;1867
29506;15;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;81;1867
29506;16;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;108;1867
29506;16;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;83;1867
29506;18;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;92;1867
29506;18;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;80;1867
29506;19;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;83;1867
29506;20;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;52;1867
29506;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;109;1867
29506;21;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;71;1867
29506;21;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;73;1867
29506;21;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;73;1867
29506;23;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;41;1867
29506;25;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;63;1867
29506;25;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;107;1867
29506;25;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;69;1867
29506;26;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;72;1867
29506;27;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;57;1867
29506;27;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;125;1867
29506;28;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;76;1867
29506;29;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;62;1867
29506;29;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;105;1867
29506;30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;67;1867
29506;30;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;99;1867
29506;30;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;43;1867
29506;30;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;50;1867
29506;32;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;84;1867
29506;32;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;111;1867
29506;33;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;69;1867
29506;33;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;75;1867
29506;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;32;1867
29506;35;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;92;1867
29506;35;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;64;1867
29506;37;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;70;1867
29506;37;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;53;1867
29506;40;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;142;1867
29506;40;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;76;1867
29506;41;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;76;1867
29506;41;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;90;1867
29506;42;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;79;1867
29506;43;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;65;1867
29506;46;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;92;1867
29506;46;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;73;1867
29506;46;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;103;1867
29506;50;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;137;1867
29506;50;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;93;1867
29506;50;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;151;1867
29506;50;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;58;1867
29506;51;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;112;1867
29506;51;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;70;1867
29506;53;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;114;1867
29506;53;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;142;1867
29506;53;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;97;1867
29506;55;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;188;1867
29506;56;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;39;1867
29506;57;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;88;1867
29506;60;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;100;1867
29506;65;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;86;1867
29506;70;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;129;1867
29506;71;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;139;1867
29506;74;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;96;1867
29506;75;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;61;1867
29506;80;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;52;1867
29506;80;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;91;1867
29506;82;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;140;1867
29506;86;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;98;1867
29506;87;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;115;1867
29506;88;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;82;1867
29506;91;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;63;1867
29506;95;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;75;1867
29506;101;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;68;1867
29506;101;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;105;1867
29506;101;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;76;1867
29506;105;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;128;1867
29506;107;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;84;1867
29506;110;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;29;1867
29506;110;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;70;1867
29506;121;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;98;1867
29506;126;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;92;1867
29506;145;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;127;1867
29506;150;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;96;1867
29506;155;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;122;1867
29506;155;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;66;1867
29506;175;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;186;1867
29506;179;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;120;1867
29506;182;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;76;1867
29506;190;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;125;1867
29506;201;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;118;1867
29506;225;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;124;1867
29506;245;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;139;1867
29506;251;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;179;1867
29506;390;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;163;1867
29506;399;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;97;1867
29506;500;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;161;1867
29506;515;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;185;1867
29506;16,5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;103;1867
29506;6,5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;74;1867
29506;6,5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;71;1867
29506;7,5;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;98;1867
29506;7,5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;97;1867
29506;8,5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;82;1867
29523;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;102;1867
29523;7;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;49;1867
29523;10;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;79;1867
29523;11;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;73;1867
29523;12;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;79;1867
